query name	subject	percent identities	aligned length	number of mismatched positions	number of gap positions	query sequence start	query sequence end	subject sequence start	subject sequence end	e-value	bit score
A_07_P048433	ECs1921	100.00	60	0	0	1	60	1301	1360	5e-28	119
A_07_P019340	ECs4838	100.00	60	0	0	1	60	151	210	5e-28	119
A_07_P061306	ECs4970	100.00	60	0	0	1	60	564	623	5e-28	119
A_07_P017187	ECs4524	100.00	60	0	0	1	60	124	183	5e-28	119
A_07_P041876	ECs4454	96.67	60	2	0	1	60	1728	1787	3e-23	103
A_07_P019700	ECs3425	100.00	60	0	0	1	60	382	441	5e-28	119
A_07_P039385	ECs4817	96.67	60	2	0	1	60	780	839	3e-23	103
A_07_P020808	ECs2344	100.00	58	0	0	1	58	92	149	8e-27	115
A_07_P006262	ECs3712	98.28	58	1	0	1	58	96	153	2e-24	107
A_07_P006203	ECs3701	100.00	60	0	0	1	60	694	753	5e-28	119
A_07_P056819	ECs0830	100.00	60	0	0	1	60	223	282	5e-28	119
A_07_P045128	ECs2891	100.00	60	0	0	1	60	222	281	5e-28	119
A_07_P035295	ECs2521	100.00	60	0	0	1	60	922	981	5e-28	119
A_07_P011370	ECs5108	100.00	60	0	0	1	60	46	105	5e-28	119
A_07_P006564	ECs3790	100.00	58	0	0	3	60	1399	1456	8e-27	115
A_07_P041872	ECs4452	91.23	57	5	0	4	60	1033	1089	3e-14	73.8
A_07_P016147	ECs2604	100.00	60	0	0	1	60	1270	1329	5e-28	119
A_07_P040271	ECs4338	98.33	60	1	0	1	60	978	1037	1e-25	111
A_07_P003845	ECs5236	100.00	60	0	0	1	60	320	379	5e-28	119
A_07_P046031	ECs4261	100.00	60	0	0	1	60	151	210	5e-28	119
A_07_P053217	ECs3215	100.00	60	0	0	1	60	796	855	5e-28	119
A_07_P042367	ECs2452	100.00	58	0	0	3	60	293	350	8e-27	115
A_07_P053421	ECs3349	100.00	60	0	0	1	60	1209	1268	5e-28	119
A_07_P060041	ECs4380	100.00	60	0	0	1	60	1829	1888	5e-28	119
A_07_P046383	ECs0804	100.00	60	0	0	1	60	379	438	5e-28	119
A_07_P020199	ECs3530	100.00	60	0	0	1	60	85	144	5e-28	119
A_07_P018718	ECs2440	96.67	60	2	0	1	60	1127	1186	3e-23	103
A_07_P058543	ECs1901	100.00	60	0	0	1	60	703	762	5e-28	119
A_07_P007422	ECs4369	96.67	60	2	0	1	60	516	575	3e-23	103
A_07_P044835	ECs2748	100.00	60	0	0	1	60	109	168	5e-28	119
A_07_P017250	ECs4596	98.33	60	1	0	1	60	1130	1189	1e-25	111
A_07_P055513	ECs2800	100.00	60	0	0	1	60	277	336	5e-28	119
A_07_P016899	ECs4468	100.00	60	0	0	1	60	667	726	5e-28	119
A_07_P013350	ECs3320	98.33	60	1	0	1	60	788	847	1e-25	111
A_07_P009587	ECs2105	98.33	60	1	0	1	60	113	172	1e-25	111
A_07_P059852	ECs4290	100.00	60	0	0	1	60	426	485	5e-28	119
A_07_P013130	ECs3286	100.00	60	0	0	1	60	912	971	5e-28	119
A_07_P046015	ECs4237	100.00	60	0	0	1	60	9	68	5e-28	119
A_07_P051931	ECs0473	100.00	60	0	0	1	60	916	975	5e-28	119
A_07_P004973	ECs0988	95.00	60	3	0	1	60	1454	1513	7e-21	95.6
A_07_P010989	ECs0064	100.00	60	0	0	1	60	2281	2340	5e-28	119
A_07_P039820	ECs4507	98.33	60	1	0	1	60	931	990	1e-25	111
A_07_P016765	ECs0640	100.00	60	0	0	1	60	337	396	5e-28	119
A_07_P011856	ECs3819	100.00	56	0	0	1	56	1324	1379	1e-25	111
A_07_P021501	ECs0532	98.33	60	1	0	1	60	1142	1201	1e-25	111
A_07_P047207	ECs4925	100.00	60	0	0	1	60	273	332	5e-28	119
A_07_P005064	ECs1006	100.00	60	0	0	1	60	255	314	5e-28	119
A_07_P011748	ECs5184	100.00	60	0	0	1	60	138	197	5e-28	119
A_07_P003406	ECs3016	100.00	60	0	0	1	60	51	110	5e-28	119
A_07_P061528	ECs5070	100.00	60	0	0	1	60	359	418	5e-28	119
A_07_P030380	ECs2175	98.33	60	1	0	1	60	202	261	1e-25	111
A_07_P007225	ECs1829	100.00	60	0	0	1	60	444	503	5e-28	119
A_07_P008600	ECs4910	100.00	60	0	0	1	60	3969	4028	5e-28	119
A_07_P051007	ECs1010	100.00	60	0	0	1	60	515	574	5e-28	119
A_07_P049399	ECs4382	100.00	60	0	0	1	60	737	796	5e-28	119
A_07_P042696	ECs3232	100.00	60	0	0	1	60	630	689	5e-28	119
A_07_P002368	ECs3644	100.00	60	0	0	1	60	1648	1707	5e-28	119
A_07_P058872	ECs0016	100.00	60	0	0	1	60	132	191	5e-28	119
A_07_P045721	ECs3846	100.00	60	0	0	1	60	269	328	5e-28	119
A_07_P034356	ECs4193	100.00	60	0	0	1	60	140	81	5e-28	119
A_07_P045784	ECs3859	100.00	60	0	0	1	60	637	696	5e-28	119
A_07_P061084	ECs1622	100.00	60	0	0	1	60	311	370	5e-28	119
A_07_P055125	ECs2642	100.00	60	0	0	1	60	84	143	5e-28	119
A_07_P021224	ECs0476	98.33	60	1	0	1	60	184	243	1e-25	111
A_07_P055431	ECs2769	100.00	60	0	0	1	60	51	110	5e-28	119
A_07_P061581	ECs5137	100.00	60	0	0	1	60	1278	1337	5e-28	119
A_07_P062145	ECs1204	100.00	60	0	0	1	60	94	153	5e-28	119
A_07_P014160	ECs3255	96.67	60	2	0	1	60	470	529	3e-23	103
A_07_P046547	ECs0846	100.00	60	0	0	1	60	670	729	5e-28	119
A_07_P061148	ECs1639	100.00	60	0	0	1	60	337	396	5e-28	119
A_07_P043647	ECs0351	100.00	60	0	0	1	60	624	683	5e-28	119
A_07_P045116	ECs2885	100.00	60	0	0	1	60	1030	1089	5e-28	119
A_07_P020715	ECs2323	100.00	60	0	0	1	60	1232	1291	5e-28	119
A_07_P021285	ECs0488	98.33	60	1	0	1	60	25	84	1e-25	111
A_07_P045662	ECs3794	100.00	60	0	0	1	60	255	314	5e-28	119
A_07_P057531	ECs4583	100.00	60	0	0	1	60	445	504	5e-28	119
A_07_P006110	ECs3682	100.00	60	0	0	1	60	399	458	5e-28	119
A_07_P007753	ECs4448	96.67	60	2	0	1	60	1263	1322	3e-23	103
A_07_P045219	ECs2939	100.00	60	0	0	1	60	172	231	5e-28	119
A_07_P010884	ECs0042	100.00	60	0	0	1	60	860	919	5e-28	119
A_07_P009694	ECs0664	100.00	60	0	0	1	60	137	196	5e-28	119
A_07_P000312	ECs3997	100.00	60	0	0	1	60	730	789	5e-28	119
A_07_P056003	ECs3585	100.00	60	0	0	1	60	604	663	5e-28	119
A_07_P012323	ECs3926	100.00	60	0	0	1	60	868	927	5e-28	119
A_07_P012973	ECs4174	98.33	60	1	0	1	60	243	302	1e-25	111
A_07_P045267	ECs1800	100.00	60	0	0	1	60	109	168	5e-28	119
A_07_P047340	ECs5084	100.00	60	0	0	1	60	292	351	5e-28	119
A_07_P046960	ECs5414	100.00	60	0	0	1	60	90	149	5e-28	119
A_07_P012691	ECs4117	100.00	60	0	0	1	60	1208	1267	5e-28	119
A_07_P058177	ECs1759	100.00	60	0	0	1	60	2408	2467	5e-28	119
A_07_P043837	ECs0455	100.00	60	0	0	1	60	324	383	5e-28	119
A_07_P017691	ECs5361	96.67	60	2	0	1	60	438	497	3e-23	103
A_07_P059707	ECs4093	100.00	60	0	0	1	60	953	1012	5e-28	119
A_07_P007058	ECs1726	100.00	57	0	0	4	60	544	600	3e-26	113
A_07_P011598	ECs5152	100.00	60	0	0	1	60	81	140	5e-28	119
A_07_P057078	ECs1059	100.00	60	0	0	1	60	87	146	5e-28	119
A_07_P011276	ECs5090	100.00	60	0	0	1	60	261	320	5e-28	119
A_07_P032268	ECs3071	98.25	57	1	0	4	60	961	1017	7e-24	105
A_07_P060427	ECs1380	100.00	60	0	0	1	60	593	652	5e-28	119
A_07_P034580	ECs4349	95.00	60	3	0	1	60	688	747	7e-21	95.6
A_07_P004077	ECs5269	98.33	60	1	0	1	60	1150	1209	1e-25	111
A_07_P018744	ECs2445	100.00	60	0	0	1	60	229	288	5e-28	119
A_07_P005392	ECs1145	100.00	60	0	0	1	60	114	173	5e-28	119
A_07_P030071	ECs3300	94.64	56	3	0	1	56	964	1019	2e-18	87.7
A_07_P016340	ECs0571	100.00	60	0	0	1	60	135	194	5e-28	119
A_07_P002831	ECs0177	100.00	60	0	0	1	60	742	801	5e-28	119
A_07_P054028	ECs0454	100.00	60	0	0	1	60	1362	1421	5e-28	119
A_07_P043020	ECs3506	100.00	60	0	0	1	60	188	247	5e-28	119
A_07_P010209	ECs0773	100.00	60	0	0	1	60	361	420	5e-28	119
A_07_P044964	ECs2808	100.00	60	0	0	1	60	276	335	5e-28	119
A_07_P047610	ECs1768	100.00	60	0	0	1	60	428	487	5e-28	119
A_07_P016883	ECs4464	100.00	60	0	0	1	60	1046	1105	5e-28	119
A_07_P006185	ECs3697	100.00	60	0	0	1	60	444	503	5e-28	119
A_07_P020665	ECs2312	100.00	60	0	0	1	60	545	604	5e-28	119
A_07_P052891	ECs2981	100.00	60	0	0	1	60	333	392	5e-28	119
A_07_P062558	ECs1312	100.00	60	0	0	1	60	681	740	5e-28	119
A_07_P057658	ECs4652	100.00	60	0	0	1	60	140	199	5e-28	119
A_07_P002391	ECs3649	95.00	60	3	0	1	60	780	839	7e-21	95.6
A_07_P046211	ECs4340	100.00	60	0	0	1	60	663	722	5e-28	119
A_07_P034442	ECs4266	94.74	57	3	0	1	57	360	416	4e-19	89.7
A_07_P058881	ECs0126	100.00	60	0	0	1	60	105	164	5e-28	119
A_07_P006408	ECs3760	100.00	60	0	0	1	60	1451	1510	5e-28	119
A_07_P057247	ECs1097	100.00	60	0	0	1	60	143	202	5e-28	119
A_07_P058430	ECs1821	100.00	60	0	0	1	60	182	241	5e-28	119
A_07_P005914	ECs4739	100.00	60	0	0	1	60	566	625	5e-28	119
A_07_P041136	ECs1900	96.67	60	2	0	1	60	1337	1396	3e-23	103
A_07_P009234	ECs2033	100.00	57	0	0	4	60	811	867	3e-26	113
A_07_P037790	ECs5104	100.00	60	0	0	1	60	1543	1602	5e-28	119
A_07_P017689	ECs5359	100.00	60	0	0	1	60	133	192	5e-28	119
A_07_P049484	ECs4456	100.00	60	0	0	1	60	281	222	5e-28	119
A_07_P058640	ECs1952	100.00	60	0	0	1	60	110	169	5e-28	119
A_07_P008325	ECs0380	100.00	60	0	0	1	60	591	650	5e-28	119
A_07_P042754	ECs3244	100.00	60	0	0	1	60	678	737	5e-28	119
A_07_P020513	ECs2284	90.74	54	5	0	1	54	126	179	2e-12	67.9
A_07_P006253	ECs3711	93.33	60	4	0	1	60	235	294	2e-18	87.7
A_07_P021084	ECs0444	96.67	60	2	0	1	60	777	836	3e-23	103
A_07_P000316	ECs3998	100.00	60	0	0	1	60	802	861	5e-28	119
A_07_P016003	ECs2575	100.00	60	0	0	1	60	197	256	5e-28	119
A_07_P031020	ECs0388	98.33	60	1	0	1	60	1020	1079	1e-25	111
A_07_P054538	ECs2194	100.00	60	0	0	1	60	247	306	5e-28	119
A_07_P009570	ECs2101	100.00	60	0	0	1	60	1614	1673	5e-28	119
A_07_P048416	ECs1941	100.00	60	0	0	1	60	18	77	5e-28	119
A_07_P004976	ECs0989	98.33	60	1	0	1	60	489	548	1e-25	111
A_07_P051042	ECs1058	100.00	60	0	0	1	60	80	139	5e-28	119
A_07_P015802	ECs2532	100.00	60	0	0	1	60	751	810	5e-28	119
A_07_P041390	ECs5080	94.34	53	3	0	5	57	64	116	1e-16	81.8
A_07_P007093	ECs1733	91.67	60	5	0	1	60	129	188	4e-16	79.8
A_07_P046416	ECs0814	100.00	60	0	0	1	60	571	630	5e-28	119
A_07_P015715	ECs2513	98.33	60	1	0	1	60	911	970	1e-25	111
A_07_P010964	ECs0060	100.00	60	0	0	1	60	358	417	5e-28	119
A_07_P056534	ECs3930	100.00	60	0	0	1	60	277	336	5e-28	119
A_07_P054523	ECs2191	100.00	60	0	0	1	60	320	379	5e-28	119
A_07_P032809	ECs3685	95.00	60	3	0	1	60	356	415	7e-21	95.6
A_07_P048916	lcl|NC_002128.1_gene_30	100.00	60	0	0	1	60	11	70	5e-28	119
A_07_P031357	ECs0649	100.00	60	0	0	1	60	196	137	5e-28	119
A_07_P048599	ECs3999	100.00	60	0	0	1	60	166	225	5e-28	119
A_07_P001269	ECs1253	100.00	60	0	0	1	60	190	249	5e-28	119
A_07_P049206	ECs0140	100.00	60	0	0	1	60	324	383	5e-28	119
A_07_P005186	ECs1032	100.00	60	0	0	1	60	1830	1889	5e-28	119
A_07_P060834	ECs1557	100.00	60	0	0	1	60	815	874	5e-28	119
A_07_P056073	ECs3614	100.00	60	0	0	1	60	1380	1439	5e-28	119
A_07_P044661	ECs2670	100.00	60	0	0	1	60	344	403	5e-28	119
A_07_P062444	ECs1285	100.00	60	0	0	1	60	128	187	5e-28	119
A_07_P046114	ECs4300	100.00	60	0	0	1	60	652	711	5e-28	119
A_07_P007564	ECs4406	100.00	60	0	0	1	60	939	998	5e-28	119
A_07_P033966	ECs1299	100.00	60	0	0	1	60	1144	1203	5e-28	119
A_07_P011073	ECs0082	98.33	60	1	0	1	60	315	374	1e-25	111
A_07_P006155	ECs3691	100.00	60	0	0	1	60	958	1017	5e-28	119
A_07_P041092	ECs1260	96.67	60	2	0	1	60	3716	3775	3e-23	103
A_07_P058973	ECs5129	100.00	60	0	0	1	60	160	219	5e-28	119
A_07_P015921	ECs2559	100.00	60	0	0	1	60	1006	1065	5e-28	119
A_07_P008320	ECs0379	98.33	60	1	0	1	60	990	1049	1e-25	111
A_07_P004661	ECs0922	100.00	60	0	0	1	60	1132	1191	5e-28	119
A_07_P060414	ECs1377	100.00	60	0	0	1	60	11	70	5e-28	119
A_07_P057552	ECs4587	100.00	60	0	0	1	60	150	209	5e-28	119
A_07_P007337	ECs4347	96.67	60	2	0	1	60	503	562	3e-23	103
A_07_P042804	ECs3280	100.00	60	0	0	1	60	292	351	5e-28	119
A_07_P001549	ECs1447	98.33	60	1	0	1	60	1151	1210	1e-25	111
A_07_P030120	ECs3355	96.67	60	2	0	1	60	884	943	3e-23	103
A_07_P017833	ECs4212	98.33	60	1	0	1	60	242	301	1e-25	111
A_07_P033412	ECs0776	100.00	60	0	0	1	60	240	181	5e-28	119
A_07_P047531	ECs5293	100.00	60	0	0	1	60	1112	1171	5e-28	119
A_07_P038427	ECs1179	98.33	60	1	0	1	60	252	311	1e-25	111
A_07_P046910	ECs1354	100.00	60	0	0	1	60	760	819	5e-28	119
A_07_P032846	ECs3762	96.67	60	2	0	1	60	556	497	3e-23	103
A_07_P019918	ECs3471	100.00	60	0	0	1	60	471	530	5e-28	119
A_07_P049070	lcl|NC_002128.1_gene_61	100.00	60	0	0	1	60	297	356	5e-28	119
A_07_P012792	ECs4137	96.67	60	2	0	1	60	1024	1083	3e-23	103
A_07_P047021	ECs4797	100.00	60	0	0	1	60	392	451	5e-28	119
A_07_P003254	ECs2901	96.67	60	2	0	1	60	908	967	3e-23	103
A_07_P021122	ECs0452	100.00	60	0	0	1	60	1225	1284	5e-28	119
A_07_P004660	ECs0921	100.00	60	0	0	1	60	50	109	5e-28	119
A_07_P048491	ECs0126	100.00	60	0	0	1	60	105	164	5e-28	119
A_07_P016110	ECs2596	96.67	60	2	0	1	60	1049	1108	3e-23	103
A_07_P037683	ECs5050	96.67	60	2	0	1	60	192	251	3e-23	103
A_07_P054616	ECs2211	100.00	60	0	0	1	60	535	594	5e-28	119
A_07_P061244	ECs4957	100.00	60	0	0	1	60	313	372	5e-28	119
A_07_P015234	ECs2774	100.00	60	0	0	1	60	678	737	5e-28	119
A_07_P063026	ECs0854	100.00	60	0	0	1	60	133	192	5e-28	119
A_07_P060086	ECs4422	100.00	60	0	0	1	60	110	169	5e-28	119
A_07_P050200	ECs1083	100.00	60	0	0	1	60	235	294	5e-28	119
A_07_P044872	ECs2759	100.00	60	0	0	1	60	186	245	5e-28	119
A_07_P047791	ECs2197	100.00	60	0	0	1	60	236	295	5e-28	119
A_07_P015844	ECs2543	100.00	60	0	0	1	60	1090	1149	5e-28	119
A_07_P048587	ECs2913	100.00	60	0	0	1	60	280	339	5e-28	119
A_07_P044129	ECs1836	100.00	60	0	0	1	60	1451	1510	5e-28	119
A_07_P057572	ECs4592	100.00	60	0	0	1	60	17	76	5e-28	119
A_07_P035369	ECs2654	98.33	60	1	0	1	60	427	486	1e-25	111
A_07_P057896	ECs4864	100.00	60	0	0	1	60	3927	3986	5e-28	119
A_07_P000913	ECs3108	100.00	60	0	0	1	60	685	744	5e-28	119
A_07_P062594	ECs1320	100.00	60	0	0	1	60	132	191	5e-28	119
A_07_P020176	ECs3526	100.00	60	0	0	1	60	366	425	5e-28	119
A_07_P046576	ECs0876	100.00	60	0	0	1	60	1941	2000	5e-28	119
A_07_P004916	ECs0979	100.00	60	0	0	1	60	2204	2263	5e-28	119
A_07_P030202	ECs3395	100.00	60	0	0	1	60	190	131	5e-28	119
A_07_P000250	ECs3986	100.00	60	0	0	1	60	28	87	5e-28	119
A_07_P040880	ECs1071	93.22	59	4	0	1	59	188	246	7e-18	85.7
A_07_P043556	ECs0310	100.00	60	0	0	1	60	1078	1137	5e-28	119
A_07_P051941	ECs0483	100.00	60	0	0	1	60	263	322	5e-28	119
A_07_P061133	ECs2173	100.00	60	0	0	1	60	224	283	5e-28	119
A_07_P014762	ECs1507	88.24	51	6	0	1	51	217	267	2e-08	54.0
A_07_P017976	ECs4232	100.00	60	0	0	1	60	456	515	5e-28	119
A_07_P039149	ECs4753	94.00	50	3	0	7	56	379	428	7e-15	75.8
A_07_P061804	ECs5301	100.00	60	0	0	1	60	720	779	5e-28	119
A_07_P054816	ECs2280	100.00	60	0	0	1	60	69	128	5e-28	119
A_07_P049339	ECs0229	100.00	60	0	0	1	60	1238	1297	5e-28	119
A_07_P012768	ECs4132	100.00	60	0	0	1	60	527	586	5e-28	119
A_07_P031119	ECs0455	96.67	60	2	0	1	60	358	417	3e-23	103
A_07_P007604	ECs4414	98.33	60	1	0	1	60	293	352	1e-25	111
A_07_P044422	ECs2417	100.00	60	0	0	1	60	390	449	5e-28	119
A_07_P056790	ECs0824	100.00	60	0	0	1	60	118	177	5e-28	119
A_07_P030384	ECs2176	100.00	60	0	0	1	60	900	959	5e-28	119
A_07_P060368	ECs1365	100.00	60	0	0	1	60	127	186	5e-28	119
A_07_P016731	ECs0634	98.33	60	1	0	1	60	407	466	1e-25	111
A_07_P018999	ECs4767	100.00	60	0	0	1	60	160	219	5e-28	119
A_07_P063216	ECs2373	100.00	60	0	0	1	60	1113	1172	5e-28	119
A_07_P062985	ECs0610	100.00	60	0	0	1	60	1303	1362	5e-28	119
A_07_P052740	ECs3607	100.00	60	0	0	1	60	907	966	5e-28	119
A_07_P010066	ECs0735	100.00	60	0	0	1	60	670	729	5e-28	119
A_07_P013443	ECs3339	100.00	60	0	0	1	60	926	985	5e-28	119
A_07_P038958	ECs1409	93.33	60	4	0	1	60	732	673	2e-18	87.7
A_07_P051268	ECs1138	100.00	60	0	0	1	60	346	405	5e-28	119
A_07_P051095	ECs1074	100.00	60	0	0	1	60	602	661	5e-28	119
A_07_P062075	ECs1190	100.00	60	0	0	1	60	990	1049	5e-28	119
A_07_P046871	ECs1347	100.00	60	0	0	1	60	127	186	5e-28	119
A_07_P040284	ECs4336	93.33	60	4	0	1	60	1791	1850	2e-18	87.7
A_07_P004583	ECs0904	98.33	60	1	0	1	60	665	724	1e-25	111
A_07_P004392	ECs0866	94.74	57	3	0	1	57	697	753	4e-19	89.7
A_07_P035766	ECs0105	100.00	60	0	0	1	60	136	77	5e-28	119
A_07_P048896	repF	100.00	60	0	0	1	60	463	522	5e-28	119
A_07_P060031	ECs4370	100.00	60	0	0	1	60	1133	1192	5e-28	119
A_07_P045961	ECs4098	100.00	60	0	0	1	60	731	790	5e-28	119
A_07_P039731	ECs4480	96.67	60	2	0	1	60	4476	4535	3e-23	103
A_07_P058702	ECs1975	100.00	60	0	0	1	60	694	753	5e-28	119
A_07_P043637	ECs0349	100.00	60	0	0	1	60	179	238	5e-28	119
A_07_P014140	ECs3250	100.00	57	0	0	1	57	786	842	3e-26	113
A_07_P052342	ECs5584	100.00	60	0	0	1	60	68	127	5e-28	119
A_07_P004992	ECs0992	98.33	60	1	0	1	60	587	646	1e-25	111
A_07_P011672	ECs5167	100.00	60	0	0	1	60	383	442	5e-28	119
A_07_P039815	ECs4506	98.33	60	1	0	1	60	1050	1109	1e-25	111
A_07_P055145	ECs2646	100.00	60	0	0	1	60	235	294	5e-28	119
A_07_P051649	ECs1283	100.00	60	0	0	1	60	1473	1532	5e-28	119
A_07_P016995	ECs4488	100.00	60	0	0	1	60	8	67	5e-28	119
A_07_P059159	lcl|NC_002128.1_gene_43	100.00	60	0	0	1	60	75	134	5e-28	119
A_07_P041318	ECs4286	100.00	56	0	0	5	60	310	365	1e-25	111
A_07_P055304	ECs2740	100.00	60	0	0	1	60	19	78	5e-28	119
A_07_P016235	ECs0552	100.00	60	0	0	1	60	178	237	5e-28	119
A_07_P010151	ECs0752	100.00	60	0	0	1	60	620	679	5e-28	119
A_07_P008525	ECs4895	100.00	57	0	0	1	57	117	173	3e-26	113
A_07_P007643	ECs4422	100.00	50	0	0	9	58	328	377	5e-22	99.6
A_07_P031371	ECs2694	94.64	56	3	0	1	56	1489	1544	2e-18	87.7
A_07_P000776	ECs3087	100.00	60	0	0	1	60	11	70	5e-28	119
A_07_P053487	ECs3441	100.00	60	0	0	1	60	799	858	5e-28	119
A_07_P042677	ECs3223	100.00	60	0	0	1	60	425	484	5e-28	119
A_07_P002737	ECs0159	100.00	60	0	0	1	60	1249	1308	5e-28	119
A_07_P049374	ECs4367	100.00	60	0	0	1	60	289	348	5e-28	119
A_07_P053604	ECs0281	100.00	60	0	0	1	60	274	333	5e-28	119
A_07_P041286	ECs3937	94.64	56	3	0	1	56	368	423	2e-18	87.7
A_07_P048669	lcl|NC_002128.1_gene_70	100.00	60	0	0	1	60	201	260	5e-28	119
A_07_P035479	ECs2007	91.07	56	5	0	2	57	2362	2417	1e-13	71.9
A_07_P017193	ECs4525	100.00	60	0	0	1	60	1959	2018	5e-28	119
A_07_P014370	ECs1850	100.00	56	0	0	5	60	484	539	1e-25	111
A_07_P001304	ECs1260	100.00	60	0	0	1	60	2876	2935	5e-28	119
A_07_P011899	ECs3826	96.67	60	2	0	1	60	385	444	3e-23	103
A_07_P060981	ECs1592	100.00	60	0	0	1	60	475	534	5e-28	119
A_07_P034249	ECs4145	95.00	60	3	0	1	60	694	753	7e-21	95.6
A_07_P063039	ECs0905	100.00	60	0	0	1	60	1103	1162	5e-28	119
A_07_P012205	ECs3899	98.33	60	1	0	1	60	167	226	1e-25	111
A_07_P000576	ECs4052	93.33	60	4	0	1	60	1185	1244	2e-18	87.7
A_07_P005580	ECs4673	100.00	60	0	0	1	60	138	197	5e-28	119
A_07_P002496	ECs0111	98.33	60	1	0	1	60	724	783	1e-25	111
A_07_P044420	ECs2356	100.00	60	0	0	1	60	311	370	5e-28	119
A_07_P042281	ECs2012	94.64	56	3	0	1	56	1303	1358	2e-18	87.7
A_07_P042764	ECs3251	100.00	60	0	0	1	60	136	195	5e-28	119
A_07_P045475	ECs3031	100.00	60	0	0	1	60	753	812	5e-28	119
A_07_P047473	ECs5259	100.00	60	0	0	1	60	3285	3344	5e-28	119
A_07_P054968	ECs2503	100.00	60	0	0	1	60	763	822	5e-28	119
A_07_P035426	ECs0037	100.00	60	0	0	1	60	145	204	5e-28	119
A_07_P034260	ECs4150	98.33	60	1	0	1	60	256	315	1e-25	111
A_07_P008903	ECs5034	100.00	60	0	0	1	60	1227	1286	5e-28	119
A_07_P009938	ECs0715	100.00	60	0	0	1	60	449	508	5e-28	119
A_07_P048318	ECs2968	100.00	60	0	0	1	60	334	393	5e-28	119
A_07_P034555	ECs4316	98.33	60	1	0	1	60	24	83	1e-25	111
A_07_P044904	ECs2767	100.00	60	0	0	1	60	51	110	5e-28	119
A_07_P063265	ECs2591	100.00	60	0	0	1	60	237	296	5e-28	119
A_07_P007460	ECs4376	100.00	60	0	0	1	60	650	709	5e-28	119
A_07_P008101	ECs0305	96.67	60	2	0	1	60	591	650	3e-23	103
A_07_P006092	ECs3679	100.00	60	0	0	1	60	2622	2681	5e-28	119
A_07_P000626	ECs3058	100.00	60	0	0	1	60	881	940	5e-28	119
A_07_P042814	ECs3296	100.00	60	0	0	1	60	847	906	5e-28	119
A_07_P047270	ECs5030	100.00	60	0	0	1	60	822	881	5e-28	119
A_07_P018472	ECs2391	100.00	60	0	0	1	60	294	353	5e-28	119
A_07_P001332	ECs1267	100.00	60	0	0	1	60	266	325	5e-28	119
A_07_P057264	ECs2736	100.00	60	0	0	1	60	154	213	5e-28	119
A_07_P054299	ECs2098	100.00	60	0	0	1	60	1338	1397	5e-28	119
A_07_P060439	ECs1382	100.00	60	0	0	1	60	243	302	5e-28	119
A_07_P061005	ECs1596	100.00	60	0	0	1	60	38	97	5e-28	119
A_07_P018515	ECs2399	98.33	60	1	0	1	60	589	648	1e-25	111
A_07_P058568	ECs1921	100.00	60	0	0	1	60	1301	1360	5e-28	119
A_07_P035902	ECs0167	98.31	59	1	0	1	59	316	374	5e-25	109
A_07_P017274	ECs4604	98.21	56	1	0	5	60	736	791	3e-23	103
A_07_P021137	ECs0456	96.67	60	2	0	1	60	962	1021	3e-23	103
A_07_P013107	ECs3282	100.00	60	0	0	1	60	779	838	5e-28	119
A_07_P058579	ECs1932	100.00	60	0	0	1	60	23	82	5e-28	119
A_07_P056829	ECs0832	100.00	60	0	0	1	60	397	456	5e-28	119
A_07_P007230	ECs1830	100.00	60	0	0	1	60	209	268	5e-28	119
A_07_P015464	ECs2829	91.67	60	5	0	1	60	1087	1146	4e-16	79.8
A_07_P018171	ECs4274	100.00	60	0	0	1	60	815	874	5e-28	119
A_07_P003680	ECs5203	100.00	60	0	0	1	60	5	64	5e-28	119
A_07_P057423	ECs4561	100.00	60	0	0	1	60	1444	1503	5e-28	119
A_07_P010294	ECs0430	100.00	60	0	0	1	60	191	250	5e-28	119
A_07_P010779	ECs0016	100.00	60	0	0	1	60	12	71	5e-28	119
A_07_P045927	ECs4022	100.00	60	0	0	1	60	1908	1967	5e-28	119
A_07_P038886	ECs1836	100.00	60	0	0	1	60	856	915	5e-28	119
A_07_P016167	ECs2608	100.00	60	0	0	1	60	1057	1116	5e-28	119
A_07_P033895	ECs1053	100.00	60	0	0	1	60	67	8	5e-28	119
A_07_P019564	ECs3398	96.55	58	2	0	3	60	676	733	5e-22	99.6
A_07_P047202	ECs4921	100.00	60	0	0	1	60	272	331	5e-28	119
A_07_P053843	ECs0350	100.00	60	0	0	1	60	960	1019	5e-28	119
A_07_P011772	ECs3796	98.33	60	1	0	1	60	814	873	1e-25	111
A_07_P046862	ECs1344	100.00	60	0	0	1	60	1146	1205	5e-28	119
A_07_P013602	ECs3371	98.28	58	1	0	3	60	1246	1303	2e-24	107
A_07_P053506	ECs3483	100.00	60	0	0	1	60	185	244	5e-28	119
A_07_P062373	ECs1262	100.00	60	0	0	1	60	974	1033	5e-28	119
A_07_P058575	ECs1930	100.00	60	0	0	1	60	126	185	5e-28	119
A_07_P001194	ECs1147	100.00	60	0	0	1	60	534	593	5e-28	119
A_07_P041467	ECs0265	98.33	60	1	0	1	60	365	424	1e-25	111
A_07_P044160	ECs1825	100.00	60	0	0	1	60	517	576	5e-28	119
A_07_P004784	ECs0952	93.33	60	4	0	1	60	72	131	2e-18	87.7
A_07_P030557	ECs3542	93.33	60	4	0	1	60	374	433	2e-18	87.7
